HTChem Library,Core,Compound ID,SMILES,Crude Batch ID,Hit or Chemisimilar,PXR DRC Experiment,Crude EC50s (µM),Crude pEC50s (log),Crude Emax normalized,Crude Emax raw,Volatility,CAD Yield/Volatility Note,Crude EvapT (°C),Crude Theoretical Mass-on-Column (ng),Crude Peak Area (pA*min),Crude Actual Mass-on-Column (ng),Crude Product Yield (%),Crude Correction Factor,Corrected Crude EC50 (µM),Corrected Crude pEC50 (log),Crude DRC pEC50 SE (log),Crude CAD Peak Area CV (%),Crude CAD Slope CV (%),Crude CAD Yield SE (log10),Corrected Crude pEC50 ±1 SE (log),Crude pEC50 ±95% CI (log),Corrected Crude pEC50 ±95% CI (log)
Library 66535,OCNT-0002416,OCNT-2433430,COC(C)(C(=O)N1C[C@H](O)[C@@H](Oc2cccc3c2CCC3)C1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,3.01,5.521433504406157,0.599,245000,Non-volatile,Non-volatile,65,249.3,16.565,207.06250000000003,83.05756117127959,0.8305756117127959,2.5000325912555157,5.602054329683895,0.0819,3.464889827950498,31.74,0.13866398224593182,0.1610444347759341,0.160524,0.31564709216083087
Library 66535,OCNT-0002416,OCNT-2433603,COC(C)(C(=O)N(C)C(CC#N)C(F)(F)F)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,1220,2.9136401693252516,1.4,476000,Non-volatile,True 0% Yield / No Synthesis,65,250.51,Undetected,-,-,-,-,-,0.295,-,-,-,-,0.5781999999999999,-
Library 66535,OCNT-0002416,OCNT-2432570,COC(C)(C(=O)NC1(c2cncn2C)CC1)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,125,3.9030899869919438,0.868,369000,Semi-volatile,Semi-volatile,20,500.84,17.69,221.12500000000003,44.150826611293034,0.44150826611293037,55.188533264116295,4.258151147948965,0.288,3.2992312040700957,31.74,0.13858775332564535,0.31961002076256917,0.56448,0.6264356406946355
Library 66535,OCNT-0002416,OCNT-2433392,CCOC(=O)CCCCCN(C)C(=O)C(C)(OC)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,8630,2.0639892042847903,1.28,463000,Non-volatile,True 0% Yield / No Synthesis,65,250.79,Undetected,-,-,-,-,-,0.699,-,-,-,-,1.37004,-
Library 66535,OCNT-0002416,OCNT-2432507,COC(C)(C(=O)NCCCCn1c(=O)oc2ccccc12)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,6.81,5.166852888087215,0.563,269000,Non-volatile,Non-volatile,65,249.92,17.392,217.4,86.98783610755443,0.8698783610755443,5.923871638924457,5.227394360534145,0.1,3.341025758969641,31.74,0.1386066370988449,0.17091459811218845,0.196,0.33499261229988936
Library 66535,OCNT-0002416,OCNT-2433522,COC(C)(C(=O)N1CCNC(=O)CC1C(F)(F)F)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,1310,2.8827287043442356,1.37,469000,Non-volatile,True 0% Yield / No Synthesis,65,250.62,Undetected,-,-,-,-,-,0.335,-,-,-,-,0.6566000000000001,-
Library 66535,OCNT-0002416,OCNT-2432644,COC(C)(C(=O)NCC(c1ccc(SC)cc1)N(C)C)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,11.8,4.928117992693875,0.871,370000,Non-volatile,Non-volatile,65,250.85,7.91,98.875,39.4159856487941,0.394159856487941,4.651086306557704,5.332445601551912,0.0932,6.315120101137801,31.74,0.1405470041155737,0.16864074349297412,0.182672,0.33053585724622925
Library 66535,OCNT-0002416,OCNT-2432923,COC(C)(C(=O)NC1CCS(=O)(=O)c2ccc(Cl)cc21)c1ccccc1,ZZ-002,Hit,OPA_PXR-046,3.64,5.438898616350944,0.699,314000,Non-volatile,Non-volatile,65,249.59,25.93,324.125,129.8629752794583,1.2986297527945831,4.727012300172283,5.325413267616697,0.0499,2.524095642113382,31.74,0.13828025363961163,0.14700829414232153,0.097804,0.2881362565189502
Library 66535,OCNT-0002416,OCNT-2433241,COC(C)(C(=O)N(CCO)CCCO)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,8800,2.0555173278498313,1.31,471000,Non-volatile,True 0% Yield / No Synthesis,65,250.57,Undetected,-,-,-,-,-,0.638,-,-,-,-,1.25048,-
Library 66535,OCNT-0002416,OCNT-2433398,COC(C)(C(=O)N1CCCCC1C(C)CN(C)C)c1ccccc1,ZZ-002,Chemisimilar,OPA_PXR-046,13200,1.8794260687941502,1.27,460000,Non-volatile,True 0% Yield / No Synthesis,65,250.22,Undetected,-,-,-,-,-,0.586,-,-,-,-,1.1485599999999998,-
